LoanID,CustomerID,Amount,InterestRate,LoanDate,TermMonths
45419,163722,38778.01,18.57,2020-06-18,60
45420,104037,1142.25,13.11,2024-02-14,36
45421,193159,37317.34,6.29,2024-11-22,48
45422,106854,9227.4,14.93,2024-03-12,6
45423,125733,10090.42,7.92,2024-12-22,60
45424,185169,27533.78,12.58,2020-10-05,12
45425,193739,16064.36,6.53,2024-03-15,24
45426,134311,7805.18,11.69,2023-08-07,48
45427,117175,9899.32,5.57,2021-04-06,60
45428,190548,45520.8,14.27,2020-12-03,60
45429,187090,35675.58,16.97,2022-06-06,24
45430,155195,8587.07,6.37,2022-08-22,48
45431,128090,40460.02,15.13,2024-01-12,60
45432,163479,47892.2,14.5,2024-05-31,60
45433,145636,6009.58,10.7,2023-12-01,60
45434,138866,35786.22,14.28,2020-05-31,60
45435,198248,14213.13,18.85,2024-03-14,60
45436,153934,27309.7,13.07,2022-12-07,60
45437,173334,12221.38,9.1,2024-08-30,12
45438,153111,7990.98,12.92,2022-11-05,60
45439,186284,28020.48,8.82,2020-05-06,24
45440,101716,41747.98,18.44,2021-10-18,6
45441,136404,48317.6,15.22,2021-03-14,48
45442,144324,40650.7,10.13,2020-10-23,48
45443,173406,13752.35,15.64,2023-10-25,6
45444,156513,32239.66,10.07,2020-09-30,36
45445,179218,7700.85,5.78,2023-05-27,60
45446,122055,21218.51,18.1,2020-03-28,6
45447,145133,8290.25,7.09,2022-01-14,12
45448,173916,38793.37,13.34,2022-06-12,24
45449,171262,8333.82,7.99,2022-09-06,60
45450,107557,37351.6,11.2,2021-05-31,12
45451,197304,5982.54,17.5,2022-02-25,36
45452,189702,27667.77,5.27,2020-05-16,60
45453,135486,11135.74,19.46,2020-02-28,6
45454,151557,8304.58,8.14,2022-10-03,6
45455,140655,22445.23,19.06,2024-01-26,60
45456,162398,48217.23,17.07,2021-06-27,48
45457,194042,5270.62,8.6,2020-01-06,48
45458,189638,22756.6,7.18,2024-05-30,24
45459,163823,5537.07,12.13,2020-07-04,6
45460,174630,12938.5,8.7,2020-11-09,60
45461,184801,14335.04,11.79,2023-07-16,12
45462,123094,25840.31,16.68,2022-04-07,60
45463,113353,39332.43,7.72,2023-09-03,60
45464,161850,17392.95,14.79,2021-12-05,36
45465,145953,39231.11,7.15,2024-10-28,48
45466,180709,1792.41,12.59,2024-01-30,24
45467,133411,3721.95,15.67,2023-12-07,36
45468,111264,9304.6,13.63,2024-04-03,6
45469,133445,22941.35,6.41,2021-05-10,48
45470,115931,19023.96,15.89,2021-12-29,12
45471,142059,36467.1,19.57,2020-08-09,60
45472,102650,49648.61,12.25,2023-06-21,6
45473,169005,40108.97,17.34,2020-06-08,6
45474,143024,41063.13,8.83,2022-12-08,48
45475,111592,49401.78,8.32,2020-03-03,6
45476,156238,23674.88,7.54,2021-10-20,24
45477,143831,48361.47,12.0,2020-02-24,6
45478,143390,29619.89,8.63,2023-01-28,48
45479,171220,34161.21,19.4,2020-02-04,48
45480,151839,2454.7,10.18,2022-03-30,60
45481,113457,23945.74,14.36,2023-10-20,36
45482,172132,48769.28,15.49,2021-09-20,12
45483,180687,46666.72,13.76,2024-06-24,60
45484,107074,19944.89,6.82,2024-06-23,6
45485,198795,29000.85,18.91,2022-09-28,48
45486,152653,42580.69,10.99,2020-11-26,12
45487,157344,16384.42,19.82,2021-10-28,12
45488,152808,11669.9,19.71,2024-07-20,12
45489,153919,8260.84,7.74,2022-04-18,60
45490,132979,7200.08,18.69,2020-11-26,24
45491,146412,44691.73,10.76,2021-05-23,24
45492,169258,29397.04,11.72,2024-11-18,24
45493,111709,27269.48,19.03,2023-10-29,6
45494,142925,9469.71,10.28,2023-06-05,6
45495,116687,20459.16,12.42,2022-09-22,6
45496,165066,49532.24,6.98,2023-01-01,24
45497,136540,24629.78,14.69,2022-02-28,24
45498,118165,3656.78,14.36,2021-04-12,60
45499,146889,20508.37,8.77,2022-09-23,48
45500,162055,3651.13,14.61,2023-10-01,36
45501,129194,32905.89,18.92,2024-04-03,24
45502,141767,21547.34,15.17,2023-06-14,6
45503,155891,8456.99,16.03,2020-07-10,36
45504,156425,42506.45,6.55,2022-03-22,60
45505,111382,29898.06,13.99,2021-06-04,12
45506,194154,24774.61,16.01,2021-12-28,6
45507,186123,39808.95,6.98,2023-06-03,60
45508,166889,29125.95,13.9,2024-08-15,36
45509,173907,4197.63,19.07,2022-02-12,36
45510,174608,13636.06,12.19,2021-02-20,48
45511,170234,29103.1,13.34,2020-10-14,60
45512,119184,6169.72,10.45,2023-08-09,24
45513,106902,13253.05,13.6,2023-07-01,48
45514,120647,30715.5,8.35,2022-09-04,24
45515,149374,46354.27,5.65,2020-02-25,6
45516,129140,36881.7,10.11,2022-05-14,24
45517,161717,25870.75,17.29,2024-06-11,48
45518,151730,11383.66,13.03,2024-04-15,6
45519,195757,10437.1,6.13,2023-06-11,36
45520,134546,39030.13,18.83,2021-05-04,24
45521,117004,46400.05,15.36,2020-04-11,60
45522,149073,6904.2,5.4,2021-07-14,36
45523,158557,34089.42,6.92,2020-02-11,60
45524,153206,36665.3,18.92,2021-08-21,6
45525,112505,26002.99,7.32,2021-06-10,12
45526,156618,17227.27,6.48,2023-06-12,6
45527,187350,35711.02,10.73,2021-12-12,60
45528,137031,23411.95,12.74,2023-04-16,24
45529,143787,23465.06,15.61,2021-07-28,24
45530,114577,5987.02,8.57,2023-08-01,48
45531,162625,31858.63,11.01,2023-03-08,24
45532,108043,5466.99,9.34,2022-06-19,12
45533,134130,14676.95,9.21,2023-10-10,6
45534,192950,9824.01,17.66,2022-11-20,24
45535,159846,47311.06,11.21,2022-02-12,60
45536,151392,4930.8,19.51,2024-03-11,60
45537,154673,23662.44,13.73,2021-03-19,24
45538,106744,31033.21,14.82,2023-04-04,36
45539,150390,23836.03,13.67,2024-02-05,12
45540,139260,33429.62,7.06,2020-11-10,12
45541,153760,2545.0,6.26,2020-03-16,6
45542,103470,46440.66,18.72,2022-09-16,6
45543,131643,18383.66,11.34,2022-08-20,60
45544,193347,22209.36,12.13,2020-03-15,6
45545,104201,27353.75,18.3,2022-10-04,6
45546,170887,32571.17,18.43,2022-12-30,60
45547,180863,7152.54,5.37,2022-06-08,60
45548,127340,18983.55,7.26,2022-11-09,12
45549,193716,30211.61,15.63,2022-06-19,6
45550,113488,26868.02,5.82,2020-03-11,36
45551,195910,3530.89,18.65,2022-01-28,48
45552,105413,37753.57,16.78,2024-11-29,6
45553,140200,19961.96,8.92,2023-01-19,48
45554,160179,1953.05,9.44,2022-10-27,6
45555,122355,40034.81,7.46,2022-02-17,6
45556,113831,1282.06,18.14,2020-05-15,24
45557,189357,10904.78,12.53,2024-11-15,24
45558,176962,36502.42,7.1,2022-03-05,60
45559,164310,30062.08,8.79,2022-09-19,12
45560,136396,28343.37,7.76,2020-05-01,12
45561,162356,25831.28,16.55,2021-03-22,48
45562,150920,47949.52,13.49,2023-06-25,24
45563,138120,3921.83,8.0,2024-01-08,60
45564,193621,23647.97,14.14,2020-10-08,24
45565,147786,48466.67,13.45,2023-03-25,12
45566,117925,13860.99,17.41,2020-09-29,48
45567,146006,2612.09,7.33,2022-06-07,12
45568,167627,24297.35,15.98,2022-04-20,6
45569,110842,38777.2,7.81,2024-01-04,36
45570,175459,10853.73,7.78,2020-02-11,12
45571,179363,13165.65,14.98,2020-02-15,36
45572,124126,8897.06,9.02,2021-05-24,48
45573,173819,18602.71,16.65,2021-12-09,60
45574,170390,44347.76,8.64,2022-09-07,6
45575,158074,10949.77,13.27,2021-09-24,60
45576,137817,13860.3,7.04,2024-10-14,12
45577,105557,44355.43,16.46,2021-07-07,24
45578,104432,46515.85,6.26,2020-10-10,6
45579,112006,3618.34,12.02,2022-03-04,12
45580,129989,27498.89,18.9,2021-01-31,48
45581,158043,15526.92,10.33,2023-10-16,24
45582,137788,9276.25,12.99,2024-02-09,24
45583,164167,26389.56,17.17,2021-08-12,60
45584,152166,39168.18,15.65,2022-11-03,36
45585,126887,9408.6,10.64,2021-03-24,24
45586,122632,16825.87,8.43,2024-01-05,24
45587,196479,28873.43,7.93,2022-04-21,12
45588,193602,44714.43,14.95,2021-01-21,60
45589,166513,44650.04,6.87,2021-02-26,24
45590,186130,33313.02,5.68,2023-04-05,48
45591,139802,37078.64,5.22,2022-10-24,60
45592,134026,6354.12,7.39,2020-08-09,6
45593,183217,34198.96,15.75,2024-04-05,48
45594,175706,17429.35,9.0,2023-10-03,60
45595,172933,35956.36,6.69,2020-12-05,48
45596,130083,7272.79,19.96,2020-06-04,60
45597,101732,29575.18,6.26,2022-02-10,24
45598,102942,18594.94,7.55,2024-03-27,60
45599,159853,21954.31,17.23,2022-02-02,48
45600,197084,6326.63,12.65,2020-09-29,36
45601,109429,34806.05,19.69,2024-06-02,48
45602,195277,37526.62,8.77,2023-12-30,12
45603,137268,7584.0,6.8,2021-03-23,12
45604,157676,25677.91,14.26,2020-06-07,36
45605,122517,39565.85,7.06,2022-02-14,24
45606,163727,11939.37,17.13,2021-03-02,24
45607,195485,5501.85,19.28,2022-09-30,48
45608,128899,45660.53,6.28,2023-03-24,6
45609,115068,38390.02,7.67,2024-03-30,12
45610,165701,15891.9,15.88,2022-02-03,12
45611,178408,36931.25,17.58,2020-06-12,6
45612,186752,2412.58,14.44,2024-08-23,48
45613,195742,40587.75,18.12,2022-03-03,36
45614,129269,20054.85,9.86,2021-04-15,60
45615,194800,13976.06,9.94,2023-01-19,48
45616,112219,11304.23,8.23,2023-01-28,12
45617,184694,21224.46,17.02,2024-05-19,6
45618,159043,32958.39,19.23,2022-01-20,48
45619,125989,39925.24,14.55,2023-11-12,12
45620,165263,1945.8,12.83,2024-11-21,36
45621,142406,47090.16,12.71,2024-04-17,6
45622,193594,42016.32,5.23,2021-07-25,36
45623,189668,48007.04,16.9,2023-06-18,48
45624,116830,13594.8,9.97,2024-04-13,12
45625,128050,8836.76,18.29,2023-02-03,12
45626,132864,43863.82,17.04,2022-01-20,12
45627,143677,1908.27,15.99,2024-10-14,36
45628,119641,21360.41,14.52,2021-09-25,12
45629,195911,22057.92,14.19,2024-05-12,24
45630,113555,12083.13,5.27,2021-07-16,12
45631,186646,12353.51,7.59,2024-10-22,24
45632,123235,33693.93,10.7,2022-09-05,48
45633,128959,16650.8,7.83,2020-12-05,36
45634,140957,6076.89,8.28,2020-12-12,6
45635,161601,17557.61,8.15,2020-12-08,24
45636,164414,25511.76,8.99,2024-04-11,48
45637,188634,3010.63,7.01,2020-05-11,60
45638,115309,49546.58,19.66,2023-07-24,60
45639,114105,35683.33,9.85,2021-06-14,36
45640,149813,6554.5,18.11,2024-05-27,36
45641,160833,3120.81,5.31,2021-10-08,36
45642,174208,49567.14,14.47,2020-09-02,12
45643,130328,31668.22,16.61,2024-02-16,12
45644,163756,30394.55,14.19,2021-12-19,6
45645,179614,11871.12,12.54,2021-07-20,12
45646,137430,43861.42,18.67,2021-05-24,12
45647,140583,4437.86,6.49,2023-12-05,36
45648,136029,38536.0,17.99,2022-02-24,48
45649,100405,7537.32,18.07,2021-03-10,12
45650,154012,40343.07,19.22,2023-05-16,60
45651,103560,11515.25,16.31,2021-08-14,12
45652,111575,48759.37,5.28,2022-06-25,36
45653,177395,10947.93,7.89,2021-10-18,60
45654,196148,30434.8,13.83,2022-04-25,12
45655,113153,43523.12,16.28,2021-07-27,60
45656,142077,22221.41,17.28,2023-07-06,48
45657,127013,24109.49,6.51,2024-12-18,6
45658,106690,47380.71,18.26,2024-08-15,6
45659,187251,4539.78,7.4,2020-10-07,12
45660,161053,26098.08,17.36,2023-06-28,6
45661,166277,20639.73,13.31,2020-01-19,24
45662,176967,25298.03,9.77,2023-09-07,6
45663,107181,15412.2,17.25,2020-10-25,36
45664,131305,4507.47,8.1,2020-11-12,36
45665,107731,13268.08,6.12,2024-12-01,60
45666,159175,2038.11,9.36,2020-02-23,24
45667,194250,7043.54,19.4,2023-05-23,6
45668,172559,12985.17,5.28,2021-01-07,6
45669,100910,15476.06,9.07,2021-01-05,48
45670,194124,19425.06,11.32,2024-07-01,48
45671,137470,45083.14,9.67,2020-02-06,48
45672,147341,28710.16,5.82,2021-11-16,48
45673,187718,44822.51,5.78,2024-05-24,36
45674,156850,4131.29,9.12,2021-04-28,6
45675,129390,17304.28,15.67,2021-11-07,48
45676,164229,19923.34,14.95,2020-12-27,36
45677,163891,3946.1,14.94,2023-09-20,48
45678,104038,46221.01,9.22,2020-10-03,48
45679,128215,15097.69,14.4,2020-03-21,24
45680,197101,39301.78,7.27,2024-10-10,6
45681,185365,23909.91,13.69,2023-02-13,48
45682,132899,23008.24,6.94,2024-01-11,48
45683,143016,42550.59,15.11,2022-03-16,60
45684,122246,17389.83,11.5,2023-02-17,24
45685,149304,3008.71,12.52,2024-12-14,6
45686,118862,26323.74,11.84,2023-10-29,60
45687,157826,12671.64,14.69,2024-05-29,48
45688,122500,17888.06,7.06,2020-09-16,6
45689,182224,18569.85,5.15,2021-01-21,6
45690,181818,44588.92,16.11,2024-11-05,48
45691,102519,43568.68,14.54,2023-05-17,36
45692,106112,46765.73,13.86,2020-11-25,60
45693,100992,29216.78,10.84,2023-05-30,24
45694,105647,30113.68,14.91,2024-09-30,6
45695,194550,25060.48,9.1,2024-05-17,12
45696,107597,36992.49,5.36,2021-05-16,48
45697,164167,46207.57,18.29,2021-01-05,24
45698,157170,2247.33,18.65,2024-03-30,12
45699,125633,14381.81,10.58,2024-12-24,6
45700,116854,3525.38,15.17,2022-05-14,12
45701,169102,17680.14,8.12,2022-12-17,12
45702,141472,42555.64,17.48,2024-01-28,12
45703,168821,24655.37,16.03,2023-05-02,24
45704,177565,44637.37,17.35,2021-06-22,60
45705,178382,43143.6,15.66,2020-12-17,24
45706,178615,7939.42,6.24,2024-03-06,6
45707,174087,14897.6,13.42,2021-05-28,60
45708,198588,28212.38,8.98,2023-02-05,48
45709,180636,18938.18,8.62,2022-05-07,36
45710,168813,31343.27,14.53,2023-10-14,12
45711,119015,30236.96,15.31,2023-08-02,60
45712,101757,2562.84,7.7,2023-07-23,6
45713,132085,20504.1,12.19,2023-02-01,6
45714,160118,23003.22,5.9,2021-03-27,36
45715,121863,44602.02,13.61,2022-10-14,6
45716,126098,35859.74,17.38,2020-02-01,60
45717,146220,12396.98,16.8,2024-03-16,60
45718,115295,29672.95,8.82,2023-09-14,48
45719,138555,21383.8,18.66,2024-10-15,6
45720,125821,45096.92,14.37,2023-06-29,24
45721,142372,2737.2,14.65,2021-04-28,12
45722,121833,49831.8,17.0,2022-01-09,6
45723,153990,7590.94,7.36,2021-05-26,12
45724,191528,31924.16,7.67,2022-03-16,6
45725,108549,15555.84,6.72,2021-02-11,36
45726,187968,25943.8,10.95,2020-10-26,36
45727,139498,15883.01,15.78,2020-08-03,6
45728,120519,22347.32,15.45,2022-09-03,36
45729,147376,12340.44,11.62,2020-09-13,24
45730,148547,5049.3,16.1,2024-05-08,24
45731,103141,31523.97,18.33,2021-03-04,60
45732,111068,43912.08,17.75,2020-07-10,6
45733,196878,28497.46,8.58,2020-11-15,36
45734,153705,23769.95,13.11,2021-07-17,48
45735,114256,2338.1,15.87,2021-06-17,12
45736,163721,25080.68,19.6,2020-08-19,24
45737,132964,37077.02,18.99,2020-06-26,6
45738,105830,8747.78,6.36,2024-03-12,12
45739,115868,38457.6,16.52,2022-06-02,48
45740,106679,24704.87,15.5,2023-01-02,24
45741,199241,38380.83,18.58,2022-11-25,48
45742,164061,8286.35,6.0,2024-04-22,48
45743,111722,10885.71,16.47,2020-11-14,36
45744,164578,22863.34,7.63,2022-05-31,36
45745,186045,24358.15,18.59,2023-08-20,12
45746,113989,49713.98,18.21,2022-06-03,60
45747,155701,49321.56,7.93,2021-07-07,36
45748,189098,23388.42,16.63,2023-07-17,60
45749,114919,12750.28,12.43,2024-07-26,36
45750,141306,34939.21,8.41,2024-11-10,36
45751,111036,10486.32,15.15,2023-08-14,6
45752,189974,14538.47,11.54,2020-08-21,12
45753,120999,27406.03,12.82,2020-08-24,6
45754,158582,47328.95,16.04,2022-03-31,48
45755,141543,2420.71,15.64,2021-07-10,24
45756,167244,34046.12,8.33,2020-01-10,24
45757,154560,43395.0,14.68,2020-05-02,12
45758,171913,36952.33,19.81,2020-06-26,24
45759,122788,24615.57,15.32,2021-03-26,6
45760,179805,43012.57,14.39,2024-12-23,24
45761,160048,39333.02,19.71,2023-08-20,60
45762,195253,36951.72,6.41,2023-07-09,6
45763,188141,6200.14,7.86,2021-12-25,6
45764,121221,35529.73,14.7,2021-10-05,60
45765,131757,8623.93,12.38,2022-11-03,6
45766,159115,45004.47,11.33,2022-02-24,24
45767,148275,32758.64,19.77,2021-12-28,6
45768,183605,44014.58,19.82,2021-05-06,36
45769,124324,9380.97,19.92,2023-10-08,12
45770,152753,29351.61,19.96,2022-07-30,36
45771,128734,1686.35,7.22,2024-01-23,48
45772,150605,5549.1,15.87,2020-10-15,24
45773,119590,18020.42,7.22,2023-04-10,60
45774,194364,14866.85,19.29,2024-11-11,60
45775,123096,40228.61,10.46,2022-06-27,6
45776,152142,27643.94,13.1,2023-08-14,60
45777,194984,45337.73,6.36,2021-12-04,36
45778,143261,47668.01,5.9,2023-03-29,48
45779,176986,43679.61,17.16,2020-12-21,24
45780,196111,14940.63,14.44,2024-10-31,60
45781,197128,30963.41,12.78,2023-03-25,6
45782,156698,38328.18,6.74,2023-01-27,36
45783,150502,27031.32,16.84,2024-05-16,36
45784,147984,17348.2,11.29,2022-11-29,12
45785,156490,9937.5,8.11,2021-05-25,60
45786,138202,48212.18,15.99,2021-07-23,12
45787,161445,11104.97,14.15,2024-08-13,60
45788,185869,40767.88,8.38,2023-08-15,60
45789,183199,7525.4,13.03,2023-08-05,24
45790,149972,49420.31,18.3,2024-05-30,6
45791,109535,17534.39,13.29,2022-07-23,24
45792,138887,39149.81,8.62,2024-06-12,24
45793,118679,8472.45,12.05,2020-06-28,24
45794,198010,36131.91,9.65,2021-08-30,60
45795,168096,34827.15,7.3,2022-05-19,36
45796,188901,19605.36,5.47,2020-02-18,48
45797,176281,2974.85,18.88,2024-03-10,60
45798,100030,21190.27,17.11,2024-09-09,48
45799,158996,28426.91,18.31,2021-03-13,48
45800,108132,3704.92,14.38,2021-04-13,12
45801,191410,14185.57,16.15,2020-07-21,48
45802,182805,48977.17,14.87,2021-10-01,12
45803,156644,46075.13,10.34,2022-12-20,48
45804,192091,41066.09,18.25,2021-01-29,36
45805,121227,8356.95,9.77,2023-12-27,48
45806,192238,20882.16,19.96,2020-01-16,60
45807,118674,11162.79,19.34,2022-10-18,24
45808,169430,11555.11,7.46,2021-11-05,36
45809,104596,44136.97,13.33,2022-05-16,24
45810,116588,21202.76,7.71,2020-01-04,36
45811,154654,42600.09,5.66,2021-04-15,36
45812,192882,18963.75,10.43,2022-03-02,24
45813,194540,3653.73,16.15,2020-11-19,60
45814,127226,7586.08,7.33,2021-06-14,60
45815,112453,3202.18,11.28,2023-01-22,60
45816,159552,14661.92,12.76,2023-05-26,6
45817,190117,26407.65,13.69,2024-04-01,12
45818,163692,11780.75,19.75,2022-07-31,6
45819,124524,29327.23,13.75,2024-06-12,60
45820,131843,15421.73,6.31,2020-02-07,6
45821,163140,24842.64,10.87,2021-02-26,6
45822,112744,16366.07,10.98,2021-04-09,24
45823,182146,30340.8,13.66,2021-01-25,12
45824,138910,32158.23,13.21,2020-06-19,24
45825,107482,43115.3,11.44,2024-06-03,12
45826,140081,41433.22,14.14,2021-03-22,48
45827,132024,27966.12,8.51,2022-12-10,48
45828,189210,20490.73,17.74,2024-09-13,6
45829,114030,11341.21,14.32,2024-04-03,60
45830,125472,31269.08,12.42,2024-03-20,36
45831,175048,27740.46,12.98,2020-05-06,24
45832,119045,2840.7,13.65,2022-05-10,6
45833,127135,2831.41,12.16,2020-03-05,24
45834,164273,8353.76,18.61,2024-06-16,12
45835,199968,36147.5,12.39,2021-02-14,36
45836,150677,43103.09,17.05,2021-07-23,24
45837,185670,2251.78,7.04,2022-12-23,24
45838,195433,41091.92,5.58,2024-05-03,48
45839,180286,23803.39,9.06,2022-03-30,48
45840,113733,20659.78,9.56,2022-04-07,48
45841,162113,27689.13,19.02,2023-09-26,12
45842,183016,46912.39,17.23,2024-10-02,6
45843,163832,28875.5,7.01,2023-07-26,60
45844,103098,6124.42,18.16,2021-01-21,12
45845,185160,24116.91,8.93,2020-01-07,60
45846,157119,48914.49,12.17,2021-06-23,60
45847,155880,9002.58,5.71,2024-03-13,24
45848,154480,23646.8,9.29,2020-07-27,12
45849,140546,35156.41,5.59,2024-05-20,36
45850,143887,18883.79,16.34,2022-02-28,48
45851,189999,38684.22,11.54,2023-07-22,36
45852,114250,11396.04,14.11,2020-07-20,60
45853,136382,5584.01,17.84,2024-04-30,12
45854,149999,17124.71,9.58,2021-08-06,48
45855,147022,43561.76,16.48,2023-03-11,24
45856,135472,35996.88,17.22,2024-03-24,60
45857,188674,49168.83,6.7,2022-09-01,60
45858,103893,17160.39,10.45,2022-04-12,24
45859,177109,25619.34,8.55,2022-12-08,6
45860,176799,21745.43,10.96,2021-04-06,24
45861,162086,24877.57,19.76,2020-08-27,36
45862,137301,7941.91,13.45,2024-02-09,24
45863,199804,10660.69,16.59,2023-05-02,6
45864,151594,25528.78,14.38,2020-05-03,12
45865,167261,48441.1,17.18,2020-05-26,60
45866,140109,47288.63,8.1,2021-08-24,12
45867,159087,5605.73,5.31,2021-01-17,36
45868,182245,29552.19,10.77,2020-04-16,24
45869,143190,31393.51,9.37,2020-03-17,6
45870,163722,32160.69,15.66,2020-05-14,12
45871,102666,32460.54,10.65,2022-04-04,60
45872,153513,4011.76,14.54,2024-01-01,60
45873,172688,25856.88,17.2,2024-03-17,12
45874,194536,1110.61,19.29,2024-12-13,24
45875,194013,45984.66,5.69,2020-02-23,48
45876,170314,1828.26,15.07,2021-01-06,48
45877,116169,39089.49,13.31,2020-11-20,6
45878,117668,12767.53,19.92,2022-06-16,24
45879,183298,29733.15,9.89,2023-12-10,24
45880,151810,23123.45,15.3,2020-09-09,24
45881,119945,27647.36,6.46,2022-11-22,60
45882,155159,30458.81,16.45,2022-01-15,12
45883,187372,49178.54,15.58,2021-04-23,24
45884,110079,39294.33,9.22,2024-10-06,6
45885,118362,40277.05,12.7,2023-03-13,36
45886,112919,44943.47,13.56,2020-07-16,36
45887,120800,45632.41,17.14,2022-10-13,36
45888,179294,42807.28,12.1,2023-02-15,36
45889,154648,37727.16,10.23,2021-09-02,60
45890,194410,1035.78,15.16,2023-12-09,24
45891,157026,30478.86,12.16,2020-09-27,48
45892,151376,4241.21,19.53,2021-07-11,6
45893,194834,1604.41,18.08,2022-05-27,6
45894,114156,1991.22,11.0,2024-03-02,6
45895,143039,46779.32,15.92,2020-08-01,36
45896,116239,15053.31,11.39,2021-03-16,60
45897,107089,28898.12,5.2,2024-02-17,12
45898,113014,10331.68,11.73,2024-07-21,48
45899,150105,38096.57,18.56,2023-05-11,36
45900,160211,40581.51,17.47,2020-07-17,6
45901,188854,18339.2,6.63,2021-01-02,6
45902,192402,1552.21,10.61,2020-12-17,6
45903,105917,32157.57,13.19,2024-08-24,12
45904,115350,43855.43,15.23,2023-04-26,48
45905,174822,7250.6,11.63,2021-08-09,48
45906,105742,35384.39,19.11,2020-12-07,48
45907,167375,14064.04,18.06,2024-07-13,48
45908,183871,22344.68,11.89,2020-08-04,48
45909,180197,17353.39,17.94,2023-09-27,48
45910,111743,45420.07,6.99,2024-07-24,24
45911,118891,15696.69,12.65,2021-10-01,12
45912,128483,48021.76,13.77,2021-10-01,48
45913,131135,6645.63,12.21,2020-03-12,12
45914,164058,46231.67,8.29,2023-07-07,24
45915,195093,33382.42,6.47,2022-04-23,60
45916,111682,14045.49,15.36,2024-04-10,24
45917,112798,2269.66,10.53,2021-09-12,36
45918,194575,8374.24,14.62,2022-03-27,60
45919,143919,46590.53,7.67,2020-04-03,36
45920,114198,25443.27,18.63,2024-10-03,12
45921,155502,29281.1,17.55,2020-07-22,24
45922,132104,41627.07,19.27,2020-09-17,6
45923,107603,31580.03,18.97,2024-11-12,36
45924,119009,10836.75,11.68,2020-07-19,6
45925,138661,29078.22,18.04,2023-06-04,60
45926,129965,33116.38,5.58,2021-09-02,60
45927,123784,12637.35,18.53,2022-09-20,6
45928,129340,46650.38,14.69,2022-12-29,48
45929,167689,9668.28,14.76,2021-10-26,36
45930,170297,35888.88,16.63,2021-03-19,36
45931,123569,45410.98,14.97,2021-09-20,36
45932,169102,17176.02,18.59,2023-06-30,48
45933,149411,42716.9,9.19,2023-10-20,48
45934,127254,29936.76,13.11,2024-03-25,6
45935,127160,15917.12,10.18,2024-11-28,24
45936,112206,36847.16,17.44,2024-02-22,36
45937,144211,21237.29,14.24,2024-07-23,60
45938,101533,10894.34,16.27,2020-08-31,60
45939,171132,45932.99,12.35,2023-01-07,48
45940,186689,25715.15,9.22,2022-11-16,48
45941,142383,39867.17,19.07,2020-09-05,60
45942,196605,47371.68,19.83,2024-03-15,6
45943,106358,36969.95,19.83,2023-02-26,12
45944,154395,24018.9,13.45,2023-06-28,60
45945,132035,43006.44,11.69,2021-09-01,48
45946,134459,29842.84,17.62,2022-10-20,60
45947,141287,5925.36,17.81,2024-06-06,60
45948,199892,30974.35,5.05,2022-03-21,24
45949,120137,1263.99,17.98,2023-12-18,60
45950,182017,48811.58,12.93,2024-08-11,6
45951,137522,26519.53,17.67,2022-02-26,60
45952,192459,5518.69,18.09,2021-11-10,48
45953,138941,15677.56,19.14,2023-03-13,36
45954,142057,33280.02,7.64,2020-11-18,6
45955,129689,15150.8,5.02,2023-03-03,36
45956,173588,21626.96,14.24,2024-03-04,24
45957,186938,15643.8,13.65,2022-01-24,36
45958,171240,31820.18,9.97,2024-02-17,48
45959,140679,14920.58,12.71,2024-08-31,36
45960,195521,40839.38,13.58,2020-02-10,48
45961,194846,36505.69,14.63,2022-08-30,6
45962,157428,16937.95,5.83,2024-11-27,6
45963,134045,31598.04,16.66,2024-08-02,12
45964,143671,24776.01,11.25,2023-11-04,60
45965,146903,3648.64,17.68,2023-03-24,6
45966,149670,21332.93,15.42,2021-09-15,60
45967,111715,7442.3,16.78,2024-07-16,12
45968,121810,6826.28,10.6,2021-08-05,6
45969,140583,8829.1,15.34,2024-03-02,24
45970,165719,21998.15,13.04,2023-01-26,36
45971,193497,45941.61,7.2,2022-09-07,36
45972,120706,38807.56,7.22,2022-01-15,60
45973,121316,42809.66,9.83,2021-02-25,48
45974,136595,37055.02,19.06,2023-02-13,36
45975,159655,48512.16,15.43,2023-09-29,48
45976,102497,37295.95,7.78,2022-02-21,12
45977,113562,39753.68,10.63,2023-03-16,24
45978,194377,40847.02,14.6,2023-11-06,60
45979,108757,34736.91,14.82,2024-05-01,48
45980,188195,10998.91,9.51,2021-02-23,12
45981,109018,48580.32,12.04,2024-12-13,6
45982,129277,24560.36,14.03,2020-11-26,36
45983,144077,41638.33,16.58,2021-05-03,12
45984,182269,40144.53,9.92,2023-08-04,36
45985,149250,21949.39,14.52,2023-10-11,48
45986,183689,42140.6,15.32,2020-08-07,48
45987,134572,13168.06,11.4,2022-09-23,36
45988,142020,18370.43,9.11,2023-05-01,12
45989,157264,12222.08,14.67,2021-04-24,48
45990,104170,3807.59,6.84,2020-12-13,60
45991,159449,12505.99,5.47,2024-01-17,12
45992,193202,32781.84,7.78,2020-07-30,24
45993,182321,38317.58,14.95,2022-11-07,60
45994,141147,18219.33,7.63,2023-09-11,6
45995,144944,37134.63,5.95,2023-07-06,24
45996,124714,1345.52,16.12,2020-08-07,12
45997,149294,38196.15,11.54,2024-06-15,60
45998,132711,42147.79,13.79,2020-04-21,36
45999,100220,49608.6,13.23,2024-06-17,36
